Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Orange X,Shoulder Orange Y,Back Orange X,Back Orange Y,Neck Green X,Neck Green Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Shoulder Orange X meters,Back Orange X meters,Neck Green X meters,Arm Pink Y meters,Leg Pink Y meters,Shoulder Orange Y meters,Back Orange Y meters,Neck Green Y meters,angular velocity
19.0,369.5,1234.5,464.5,1692.5,417.8863525,1070.348511,517.666687,1243.5,543.0,1016.0,1660879909300000.0,-0.6226403490850732,0.3,0.4444155777756061,0.558676687081919,0.5026121915854618,0.6226228411320403,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.2873600864338963,-1.495617783393684,-1.2219924953180403,-9.582853224354704e-05
20.0,369.5,1234.5,464.5,1692.5,418.1635132,1070.289307,517.666687,1243.5,543.0,1016.0,1660879909316666.5,-0.6226403490850732,0.3166665,0.4444155777756061,0.558676687081919,0.5029455462069157,0.6226228411320403,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.2872888789105768,-1.495617783393684,-1.2219924953180403,0.0
21.0,369.5,1234.5,464.5,1692.5,418.1635132,1070.289307,517.666687,1243.5,543.0,1016.0,1660879909333333.2,-0.6226403490850732,0.33333325,0.4444155777756061,0.558676687081919,0.5029455462069157,0.6226228411320403,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.2872888789105768,-1.495617783393684,-1.2219924953180403,0.0
22.0,369.5,1234.5,464.5,1692.5,418.0,1070.5,517.666687,1243.5,543.0,1016.0,1660879909350000.0,-0.6226403490850732,0.35,0.4444155777756061,0.558676687081919,0.5027488809477764,0.6226228411320403,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.2875422896042934,-1.495617783393684,-1.2219924953180403,0.0
23.0,369.5,1234.5,464.5,1692.5,417.7530823,1070.5,517.666687,1243.5,543.0,1016.0,1660879909366666.5,-0.6226403490850732,0.3666665,0.4444155777756061,0.558676687081919,0.5024519010497831,0.6226228411320403,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.2875422896042934,-1.495617783393684,-1.2219924953180403,0.0
24.0,369.5,1234.5,464.5,1692.5,418.0,1070.5,517.666687,1243.5,543.0,1016.0,1660879909383333.5,-0.6226403490850732,0.3833335,0.4444155777756061,0.558676687081919,0.5027488809477764,0.6226228411320403,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.2875422896042934,-1.495617783393684,-1.2219924953180403,0.0
25.0,369.5,1234.5,464.5,1692.5,418.1307068,1070.398682,517.7518311,1243.622192,543.0,1016.0,1660879909400000.0,-0.6223621406750186,0.4,0.4444155777756061,0.558676687081919,0.5029060883579014,0.6227252480722181,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.287420429529844,-1.4957647496407194,-1.2219924953180403,0.0002782084100545479
26.0,369.5,1234.5,464.5,1692.5,418.2893066,1070.163574,518.0632935,1243.801636,543.0,1016.0,1660879909416666.8,-0.6220587400859543,0.41666675,0.4444155777756061,0.558676687081919,0.5030968440324672,0.6230998590125465,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.2871376537310355,-1.4959805756459652,-1.2219924953180403,0.00030340058906430656
27.0,369.5,1234.5,464.5,1692.5,418.2893066,1070.163574,518.0632935,1243.801636,543.0,1016.0,1660879909433333.5,-0.6220587400859543,0.4333335,0.4444155777756061,0.558676687081919,0.5030968440324672,0.6230998590125465,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.2871376537310355,-1.4959805756459652,-1.2219924953180403,0.0
28.0,369.5,1234.5,464.5,1692.5,418.1360474,1070.278931,518.4886475,1243.590942,543.0,1016.0,1660879909450000.0,-0.6228598154788522,0.45,0.4444155777756061,0.558676687081919,0.5029125117566421,0.6236114529061031,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.2872763991919436,-1.4957271637495002,-1.2219924953180403,-0.0008010753928978653
29.0,369.5,1234.5,464.5,1692.5,418.1360474,1070.278931,518.5,1243.5,543.0,1016.0,1660879909466666.8,-0.6231099358479821,0.46666675,0.4444155777756061,0.558676687081919,0.5029125117566421,0.6236251071086653,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.2872763991919436,-1.495617783393684,-1.2219924953180403,-0.00025012036912996916
30.0,369.5,1234.5,464.5,1692.5,418.1360474,1070.278931,518.5,1243.5,543.0,1016.0,1660879909483333.2,-0.6231099358479821,0.48333325,0.4444155777756061,0.558676687081919,0.5029125117566421,0.6236251071086653,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.2872763991919436,-1.495617783393684,-1.2219924953180403,0.0
31.0,369.5,1234.5,464.5,1692.5,418.1360474,1070.278931,518.5,1243.5,543.0,1016.0,1660879909500000.0,-0.6231099358479821,0.5,0.4444155777756061,0.558676687081919,0.5029125117566421,0.6236251071086653,0.6530924458245038,-1.4847930467225596,-2.035651868430889,-1.2872763991919436,-1.495617783393684,-1.2219924953180403,0.0
32.0,369.0,1235.5,466.2787781,1694.721191,418.5,1069.758301,519.0,1244.0,543.0,1016.0,1660879909516666.8,-0.6220440223779361,0.51666675,0.4438142035160992,0.5608161098073482,0.5033502552072833,0.6242264813681722,0.6530924458245038,-1.4859957952415734,-2.038323402616586,-1.2866502122304897,-1.496219157653191,-1.2219924953180403,0.0010659134700460315
33.0,369.5,1236.0,466.1111145,1694.516724,418.5,1069.5,519.1408691,1243.859131,543.0,1016.0,1660879909533333.2,-0.6224968416881923,0.53333325,0.4444155777756061,0.5606144526607557,0.5033502552072833,0.624395911469572,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.2863395410852796,-1.496049727672066,-1.2219924953180403,-0.0004528193102562028
34.0,369.5,1236.0,466.1111145,1694.516724,418.5,1070.0,519.0,1244.0,543.0,1016.0,1660879909550000.0,-0.6220440223779361,0.55,0.4444155777756061,0.5606144526607557,0.5033502552072833,0.6242264813681722,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.2869409153447864,-1.496219157653191,-1.2219924953180403,0.0004528193102562028
35.0,369.1372681,1235.0,466.1111145,1694.516724,418.2893066,1070.163574,518.9777832,1243.922241,543.0,1016.0,1660879909566666.5,-0.6222400577217866,0.5666665,0.443979302520082,0.5606144526607557,0.5030968440324672,0.6241997601448749,0.6530924458245038,-1.4853944209820666,-2.0380774802351485,-1.2871376537310355,-1.496125633131101,-1.2219924953180403,-0.00019603534385048693
36.0,369.2833252,1235.5,466.1111145,1694.516724,418.2893066,1070.163574,518.9777832,1243.922241,543.0,1016.0,1660879909583333.2,-0.6222400577217866,0.58333325,0.4441549724807985,0.5606144526607557,0.5030968440324672,0.6241997601448749,0.6530924458245038,-1.4859957952415734,-2.0380774802351485,-1.2871376537310355,-1.496125633131101,-1.2219924953180403,0.0
37.0,369.0,1236.0,466.1111145,1694.516724,418.2787781,1070.278809,518.7301636,1243.916626,543.0,1016.0,1660879909600000.0,-0.6221206335197823,0.6,0.4438142035160992,0.5606144526607557,0.5030841808946849,0.6239019360376961,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.287276252456624,-1.4961188796981666,-1.2219924953180403,0.00011942420200428128
38.0,369.0,1236.0,466.1111145,1694.516724,418.2787781,1070.278809,518.6033936,1244.084351,543.0,1016.0,1660879909616666.5,-0.6216031644823836,0.6166665,0.4438142035160992,0.5606144526607557,0.5030841808946849,0.6237494636079407,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.287276252456624,-1.4963206106935183,-1.2219924953180403,0.0005174690373986879
39.0,369.0,1236.0,466.1111145,1694.516724,418.1635132,1070.289307,518.6033936,1244.084351,543.0,1016.0,1660879909633333.5,-0.6216031644823836,0.6333335,0.4438142035160992,0.5606144526607557,0.5029455462069157,0.6237494636079407,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.2872888789105768,-1.4963206106935183,-1.2219924953180403,0.0
40.0,369.0,1236.0,466.1111145,1694.516724,418.1307068,1070.398682,518.6033936,1244.084351,543.0,1016.0,1660879909650000.0,-0.6216031644823836,0.65,0.4438142035160992,0.5606144526607557,0.5029060883579014,0.6237494636079407,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.287420429529844,-1.4963206106935183,-1.2219924953180403,0.0
41.0,369.0,1236.0,466.1111145,1694.516724,418.1699219,1070.169922,518.5,1244.5,543.0,1016.0,1660879909666666.8,-0.6204390362849049,0.66666675,0.4438142035160992,0.5606144526607557,0.5029532542613494,0.6236251071086653,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.2871452887786343,-1.496820531912698,-1.2219924953180403,0.0011641281974786866
42.0,369.0,1236.0,466.1111145,1694.516724,418.0,1070.4021,518.5,1244.0,543.0,1016.0,1660879909683333.5,-0.621771648578636,0.6833335,0.4438142035160992,0.5606144526607557,0.5027488809477764,0.6236251071086653,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.287424540524282,-1.496219157653191,-1.2219924953180403,-0.0013326122937310503
43.0,369.0,1236.0,466.1111145,1694.516724,417.7261963,1070.607178,518.5856934,1244.223755,543.0,1016.0,1660879909700000.0,-0.6212215400258062,0.7,0.4438142035160992,0.5606144526607557,0.502419563953101,0.6237281747186044,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.287671197785064,-1.4964882786480629,-1.2219924953180403,0.0005501085528297756
44.0,369.0,1236.0,466.1111145,1694.516724,417.7261963,1070.607178,518.5,1244.5,543.0,1016.0,1660879909716666.8,-0.6204390362849049,0.71666675,0.4438142035160992,0.5606144526607557,0.502419563953101,0.6236251071086653,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.287671197785064,-1.496820531912698,-1.2219924953180403,0.0007825037409012747
45.0,369.0,1236.0,466.1111145,1694.516724,417.7160645,1070.716064,518.5,1244.5,543.0,1016.0,1660879909733333.2,-0.6204390362849049,0.73333325,0.4438142035160992,0.5606144526607557,0.5024073779456559,0.6236251071086653,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.2878021602603056,-1.496820531912698,-1.2219924953180403,0.0
46.0,369.0,1236.0,466.1111145,1694.516724,417.5,1070.5,518.5,1244.189819,543.0,1016.0,1660879909750000.0,-0.6212650719819813,0.75,0.4438142035160992,0.5606144526607557,0.5021475066882695,0.6236251071086653,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.2875422896042934,-1.4964474621743216,-1.2219924953180403,-0.0008260356970763993
47.0,369.0,1236.0,466.1111145,1694.516724,417.0,1070.376831,518.1898193,1244.5,543.0,1016.0,1660879909766666.8,-0.6202683227354026,0.76666675,0.4438142035160992,0.5606144526607557,0.5015461324287626,0.6232520377311135,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.287394148271955,-1.496820531912698,-1.2219924953180403,0.0009967492465787764
48.0,369.0,1236.0,466.1111145,1694.516724,417.1136475,1070.348511,518.0,1244.5,543.0,1016.0,1660879909783333.2,-0.620162783373355,0.78333325,0.4438142035160992,0.5606144526607557,0.5016828217910773,0.6230237328491584,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.2873600864338963,-1.496820531912698,-1.2219924953180403,0.00010553936204760195
49.0,369.0,1236.0,466.1111145,1694.516724,417.0,1070.376831,518.0,1244.5,543.0,1016.0,1660879909800000.0,-0.620162783373355,0.8,0.4438142035160992,0.5606144526607557,0.5015461324287626,0.6230237328491584,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.287394148271955,-1.496820531912698,-1.2219924953180403,0.0
50.0,369.0,1236.0,466.1111145,1694.516724,417.0,1070.376831,518.0,1244.5,543.0,1016.0,1660879909816666.5,-0.620162783373355,0.8166665,0.4438142035160992,0.5606144526607557,0.5015461324287626,0.6230237328491584,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.287394148271955,-1.496820531912698,-1.2219924953180403,0.0
51.0,369.0,1236.0,466.1111145,1694.516724,417.0,1070.376831,517.8776245,1244.56543,543.0,1016.0,1660879909833333.2,-0.6199206371076235,0.83333325,0.4438142035160992,0.5606144526607557,0.5015461324287626,0.6228765458977698,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.287394148271955,-1.496899227748297,-1.2219924953180403,0.000242146265731491
52.0,369.0,1236.0,466.1111145,1694.516724,417.0,1070.376831,517.8776245,1244.56543,543.0,1016.0,1660879909850000.0,-0.6199206371076235,0.85,0.4438142035160992,0.5606144526607557,0.5015461324287626,0.6228765458977698,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.287394148271955,-1.496899227748297,-1.2219924953180403,0.0
53.0,369.0,1236.0,466.1111145,1694.516724,417.0,1070.376831,517.5908813,1244.511353,543.0,1016.0,1660879909866666.5,-0.6199024404308608,0.8666665,0.4438142035160992,0.5606144526607557,0.5015461324287626,0.6225316659386324,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.287394148271955,-1.4968341867166344,-1.2219924953180403,1.819667676261627e-05
54.0,369.0,1236.0,466.1111145,1694.516724,416.7886047,1070.211426,517.269104,1244.353394,543.0,1016.0,1660879909883333.5,-0.6201376852039672,0.8833335,0.4438142035160992,0.5606144526607557,0.5012918770447611,0.6221446487676051,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.2871952076531676,-1.4966442017633192,-1.2219924953180403,-0.00023524477310632452
55.0,369.0,1236.0,466.1111145,1694.516724,416.6515198,1070.348511,517.0,1244.5,543.0,1016.0,1660879909900000.0,-0.6195934214154878,0.9,0.4438142035160992,0.5606144526607557,0.501126998384307,0.6218209843301445,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.2873600864338963,-1.496820531912698,-1.2219924953180403,0.0005442637884793822
56.0,369.0,1236.0,466.1111145,1694.516724,416.5319214,1070.248169,517.0,1244.5,543.0,1016.0,1660879909916666.8,-0.6195934214154878,0.91666675,0.4438142035160992,0.5606144526607557,0.5009831515858305,0.6218209843301445,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.2872394002420016,-1.496820531912698,-1.2219924953180403,0.0
57.0,369.0,1236.0,466.1111145,1694.516724,416.6333313,1070.366699,517.0,1244.5,543.0,1016.0,1660879909933333.5,-0.6195934214154878,0.9333335,0.4438142035160992,0.5606144526607557,0.5011051221928688,0.6218209843301445,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.2873819620239602,-1.496820531912698,-1.2219924953180403,0.0
58.0,369.0,1236.0,466.1111145,1694.516724,416.3986816,1070.130737,517.0,1244.5,543.0,1016.0,1660879909950000.0,-0.6195934214154878,0.95,0.4438142035160992,0.5606144526607557,0.5008228976137068,0.6218209843301445,0.6530924458245038,-1.4865971695010805,-2.0380774802351485,-1.2870981590779167,-1.496820531912698,-1.2219924953180403,0.0
59.0,367.5,1236.0,465.0,1694.5,416.3986816,1070.130737,517.0,1244.5,543.0,1016.0,1660879909966666.8,-0.6195934214154878,0.96666675,0.4420100807375785,0.5592780613414259,0.5008228976137068,0.6218209843301445,0.6530924458245038,-1.4865971695010805,-2.0380573654689167,-1.2870981590779167,-1.496820531912698,-1.2219924953180403,0.0
60.0,367.5,1236.0,465.0,1694.5,416.3986816,1070.130737,517.0,1244.5,543.0,1016.0,1660879909983333.2,-0.6195934214154878,0.98333325,0.4420100807375785,0.5592780613414259,0.5008228976137068,0.6218209843301445,0.6530924458245038,-1.4865971695010805,-2.0380573654689167,-1.2870981590779167,-1.496820531912698,-1.2219924953180403,0.0
61.0,367.8541565,1235.854126,464.6871643,1693.969238,416.7886047,1070.211426,516.5,1244.5,539.0,1016.0,1660879910000000.0,0.3722656775794217,1.0,0.4424360419434526,0.5589017986665562,0.5012918770447611,0.6212196100706375,0.6482814517484485,-1.4864217197636178,-2.037418992259468,-1.2871952076531676,-1.496820531912698,-1.2219924953180403,0.9918590989949094
62.0,367.8444519,1236.0,464.8364868,1694.289307,416.8641968,1069.691406,516.5,1244.5,539.0,1016.0,1660879910016666.8,0.3722656775794217,1.01666675,0.4424243697501751,0.5590813960822867,0.5013827953310852,0.6212196100706375,0.6482814517484485,-1.4865971695010805,-2.0378039547752,-1.28656975436831,-1.496820531912698,-1.2219924953180403,0.0
63.0,368.1904907,1235.895264,464.7011414,1694.5,416.8641968,1069.691406,516.5,1244.5,539.0,1016.0,1660879910033333.2,0.3722656775794217,1.03333325,0.4428405674043963,0.5589186096028813,0.5013827953310852,0.6212196100706375,0.6482814517484485,-1.486471198432193,-2.0380573654689167,-1.28656975436831,-1.496820531912698,-1.2219924953180403,0.0
64.0,368.222229,1235.658081,464.7011414,1694.5,416.8641968,1069.691406,516.5,1244.5,539.5,1016.0,1660879910050000.0,0.2481226166734697,1.05,0.4428787405977173,0.5589186096028813,0.5013827953310852,0.6212196100706375,0.6488828260079554,-1.4861859269302078,-2.0380573654689167,-1.28656975436831,-1.496820531912698,-1.2219924953180403,-0.12414306090595201
65.0,368.0,1236.0,464.8907166,1694.218628,416.5,1069.758301,516.5,1244.5,539.0,1016.0,1660879910066666.5,0.3722656775794217,1.0666665,0.4426114549970854,0.5591466208939231,0.5009447581692557,0.6212196100706375,0.6482814517484485,-1.4865971695010805,-2.037718945712625,-1.2866502122304897,-1.496820531912698,-1.2219924953180403,0.12414306090595201
66.0,368.0,1236.0,464.8907166,1694.218628,416.5,1069.758301,516.5,1244.5,539.0,1016.0,1660879910083333.2,0.3722656775794217,1.08333325,0.4426114549970854,0.5591466208939231,0.5009447581692557,0.6212196100706375,0.6482814517484485,-1.4865971695010805,-2.037718945712625,-1.2866502122304897,-1.496820531912698,-1.2219924953180403,0.0
67.0,368.0,1236.0,464.8907166,1694.218628,416.6396484,1069.639648,516.5,1244.5,539.0,1016.0,1660879910100000.0,0.3722656775794217,1.1,0.4426114549970854,0.5591466208939231,0.5011127200755383,0.6212196100706375,0.6482814517484485,-1.4865971695010805,-2.037718945712625,-1.2865075025104629,-1.496820531912698,-1.2219924953180403,0.0
68.0,368.0,1236.0,464.8907166,1694.218628,416.5,1069.758301,516.5,1244.5,539.0,1016.0,1660879910116666.5,0.3722656775794217,1.1166665,0.4426114549970854,0.5591466208939231,0.5009447581692557,0.6212196100706375,0.6482814517484485,-1.4865971695010805,-2.037718945712625,-1.2866502122304897,-1.496820531912698,-1.2219924953180403,0.0
69.0,368.0,1236.0,464.8907166,1694.218628,416.6231995,1070.0,516.5,1244.5,539.0,1016.0,1660879910133333.5,0.3722656775794217,1.1333335,0.4426114549970854,0.5591466208939231,0.5010929361854239,0.6212196100706375,0.6482814517484485,-1.4865971695010805,-2.037718945712625,-1.2869409153447864,-1.496820531912698,-1.2219924953180403,0.0
70.0,368.0,1236.0,464.8907166,1694.218628,416.6396484,1069.639648,516.5,1244.5,539.0,1016.0,1660879910150000.0,0.3722656775794217,1.15,0.4426114549970854,0.5591466208939231,0.5011127200755383,0.6212196100706375,0.6482814517484485,-1.4865971695010805,-2.037718945712625,-1.2865075025104629,-1.496820531912698,-1.2219924953180403,0.0
71.0,368.0,1236.0,464.8907166,1694.218628,416.6231995,1070.0,516.5,1244.5,539.0,1016.0,1660879910166666.8,0.3722656775794217,1.16666675,0.4426114549970854,0.5591466208939231,0.5010929361854239,0.6212196100706375,0.6482814517484485,-1.4865971695010805,-2.037718945712625,-1.2869409153447864,-1.496820531912698,-1.2219924953180403,0.0
72.0,368.0,1236.0,464.8907166,1694.218628,416.6231995,1070.0,517.1687012,1244.637817,539.0,1016.0,1660879910183333.5,0.372261890195232,1.1833335,0.4426114549970854,0.5591466208939231,0.5010929361854239,0.6220238894486003,0.6482814517484485,-1.4865971695010805,-2.037718945712625,-1.2869409153447864,-1.4969862911053429,-1.2219924953180403,-3.787384189712917e-06
73.0,368.5,1235.5,464.7011414,1694.5,416.6231995,1070.0,517.0,1244.5,539.0,1016.0,1660879910200000.0,0.3724280517727776,1.2,0.4432128292565923,0.5589186096028813,0.5010929361854239,0.6218209843301445,0.6482814517484485,-1.4859957952415734,-2.0380573654689167,-1.2869409153447864,-1.496820531912698,-1.2219924953180403,0.00016616157754562044
74.0,368.5,1235.5,464.7011414,1694.5,416.6231995,1070.0,517.1223755,1244.56543,539.0,1016.0,1660879910216666.8,0.3723627233492113,1.21666675,0.4432128292565923,0.5589186096028813,0.5010929361854239,0.621968171281533,0.6482814517484485,-1.4859957952415734,-2.0380573654689167,-1.2869409153447864,-1.496899227748297,-1.2219924953180403,-6.532842356632429e-05
75.0,368.5,1235.5,465.1010132,1694.899048,416.6231995,1070.0,517.3621216,1244.662598,539.0,1016.0,1660879910233333.2,0.3722836571790176,1.23333325,0.4432128292565923,0.5593995548181268,0.5010929361854239,0.6222565255482474,0.6482814517484485,-1.4859957952415734,-2.038537319859932,-1.2869409153447864,-1.4970160964163923,-1.2219924953180403,-7.906617019365347e-05
76.0,368.5,1235.5,465.1010132,1694.899048,416.7210999,1070.136108,517.3621216,1244.662598,539.0,1016.0,1660879910250000.0,0.3722836571790176,1.25,0.4432128292565923,0.5593995548181268,0.5012106857465348,0.6222565255482474,0.6482814517484485,-1.4859957952415734,-2.038537319859932,-1.2871046190402122,-1.4970160964163923,-1.2219924953180403,0.0
