Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Neck Green X,Neck Green Y,Shoulder Pink X,Shoulder Pink Y,Back Pink X,Back Pink Y,Timestamp (microseconds),angles,Seconds
24.0,454.1149292,959.0,511.3333435,1254.333374,560.0,812.1155396,466.6666565,856.333313,565.5,987.0,1660608495610003.5,166.7445676573496,0.3833335
25.0,454.3128357,958.7640991,511.125,1254.402832,560.0925903,812.027771,466.6666565,856.333313,565.5,987.0,1660608495626670.0,166.73578188773962,0.4
26.0,454.2102661,958.8666382,511.2270508,1254.32373,559.416687,812.2129517,466.5,856.5,565.666687,987.0,1660608495643336.8,166.44139801791638,0.41666675
27.0,454.2116394,958.7883301,511.125,1254.402832,559.4091187,812.0302734,467.0,856.5,565.666687,987.0,1660608495660003.5,166.42337897566725,0.4333335
28.0,454.2513733,958.6994629,511.125,1254.402832,559.4091187,812.0302734,466.5,856.5,565.5,987.0,1660608495676670.0,166.5121878820118,0.45
29.0,454.1025696,958.7948608,511.125,1254.402832,559.5,811.8101807,466.5,856.5,565.666687,987.0,1660608495693336.8,166.4556353853364,0.46666675
30.0,454.1025696,958.7948608,511.125,1254.402832,559.4091187,812.0302734,466.5,856.5,565.5,987.0,1660608495710003.5,166.5121878820118,0.4833335
31.0,453.5,958.8101807,511.125,1254.402832,558.8581543,812.6099243,466.5,856.5,565.666687,987.0,1660608495726670.0,166.2358114560459,0.5
32.0,453.5,958.8101807,511.125,1254.402832,558.8581543,812.6099243,466.5,856.5,565.5,987.0,1660608495743336.8,166.32478834925092,0.51666675
33.0,453.3963928,958.8153076,511.125,1254.402832,558.8581543,812.6099243,466.5,856.5,565.5,987.0,1660608495760003.2,166.32478834925092,0.53333325
34.0,453.2270508,958.6763306,511.125,1254.402832,558.8581543,812.6099243,466.5,856.5,565.5,986.5,1660608495776670.0,166.339405472892,0.55
35.0,453.0,958.5,511.125,1254.402832,558.8581543,812.6099243,466.5,856.5,565.3725586,986.7843018,1660608495793336.8,166.39917594808136,0.56666675
36.0,453.0,958.5,511.125,1254.402832,558.8581543,812.6099243,466.2893066,856.1635132,565.3725586,986.7843018,1660608495810003.2,166.39917594808136,0.58333325
37.0,453.0,958.5,511.2270508,1254.32373,558.8639526,812.4898071,466.2893066,856.1635132,565.0,986.666687,1660608495826670.0,166.6227308576328,0.6
38.0,453.0,958.5,511.2270508,1254.32373,558.8639526,812.4898071,466.2893066,856.1635132,565.0,986.5,1660608495843336.5,166.62768605032863,0.6166665
39.0,452.7761841,958.5856934,511.2270508,1254.32373,558.8639526,812.4898071,466.4153137,855.8251343,565.0,986.5,1660608495860003.5,166.62768605032863,0.6333335
40.0,452.6666565,958.666687,511.125,1254.402832,558.8639526,812.4898071,466.4153137,855.8251343,565.0,986.5,1660608495876670.0,166.6099725040916,0.65
41.0,452.4833374,958.4000244,511.0,1254.5,558.8581543,812.6099243,466.4205017,855.3743286,565.0,986.666687,1660608495893336.8,166.58003347893228,0.66666675
42.0,452.4833374,958.4000244,511.0,1254.5,559.1234741,812.3765259,466.4205017,855.3743286,565.0,986.5,1660608495910003.5,166.67491178153278,0.6833335
43.0,452.5,958.5,511.0,1254.5,558.8581543,812.6099243,466.4205017,855.3743286,565.0,986.5,1660608495926670.0,166.58500225434844,0.7
44.0,452.4833374,958.4000244,511.0,1254.5,558.8639526,812.4898071,466.4021301,855.0,565.0,986.666687,1660608495943336.8,166.58333100537368,0.71666675
45.0,452.2893066,958.1635132,511.0,1254.5,558.8581543,812.6099243,466.5735168,854.8725586,565.0,986.5,1660608495960003.5,166.58500225434844,0.7333335
46.0,452.2893066,958.1635132,511.0,1254.5,558.8581543,812.6099243,466.4848633,854.8989868,565.0,986.5,1660608495976670.0,166.58500225434844,0.75
47.0,451.5,957.5,511.0,1254.0,559.1256104,811.8985596,465.9705811,855.1029663,565.0,986.5,1660608495993336.8,166.66016401225636,0.76666675
48.0,451.6095276,958.0,511.0,1254.0,559.1870117,812.333313,465.7830811,855.1851807,565.0,986.5,1660608496010003.2,166.6755341087667,0.78333325
49.0,451.8177795,957.8844604,511.0,1254.0,558.7235718,811.8292847,465.7830811,855.1851807,565.0,986.5,1660608496026670.0,166.52920971289305,0.8
50.0,451.8177795,957.8844604,511.0,1254.0,558.7416382,811.7416382,465.9107056,855.4821167,565.0,986.5,1660608496043336.8,166.53615652362004,0.81666675
51.0,451.8177795,957.8844604,511.125,1254.402832,558.7416382,811.7416382,466.2240295,854.6338501,565.0,986.5,1660608496060003.2,166.57856016964595,0.83333325
52.0,451.7683716,957.3955078,511.0,1254.5,558.7416382,811.7416382,466.2240295,854.6338501,565.0,986.5,1660608496076670.0,166.55689193336332,0.85
53.0,451.6568604,957.2254639,511.0,1254.5,558.993042,811.930542,466.2240295,854.6338501,565.0,986.5,1660608496093336.5,166.63708645522965,0.8666665
54.0,451.6111145,956.9145508,511.0,1254.5,558.9211426,812.0322876,466.2240295,854.6338501,565.0,986.5,1660608496110003.5,166.61235433948872,0.8833335
55.0,451.7897339,957.1333618,511.0,1254.5,558.993042,811.930542,466.2240295,854.6338501,565.0,986.5,1660608496126670.0,166.63708645522965,0.9
56.0,451.7897339,957.1333618,511.0,1254.5,558.993042,811.930542,466.2240295,854.6338501,565.0,986.5,1660608496143336.8,166.63708645522965,0.91666675
57.0,451.2900391,957.1125488,511.0,1254.5,559.0612183,811.9115601,466.2240295,854.6338501,565.0,986.5,1660608496160003.5,166.65964824293732,0.9333335
58.0,451.5,957.0,510.8101807,1254.5,559.0612183,811.9115601,466.3910217,855.0,565.0,986.5,1660608496176670.0,166.620655384234,0.95
59.0,451.3244324,957.182251,510.8101807,1254.5,558.993042,811.930542,466.2240295,854.6338501,565.0,986.5,1660608496193336.8,166.59809359652638,0.96666675
60.0,451.5428467,957.0714111,510.8101807,1254.5,558.993042,811.930542,466.5178528,854.8452148,565.0,986.5,1660608496210003.5,166.59809359652638,0.9833335
61.0,451.3999939,957.0250244,510.5,1254.5,558.993042,811.930542,466.3910217,855.0,565.0,986.5,1660608496226670.0,166.5343990900242,1.0
62.0,451.3999939,957.0250244,510.5,1254.5,558.993042,811.930542,466.3910217,855.0,565.0,986.5,1660608496243336.8,166.5343990900242,1.01666675
63.0,451.3999939,957.0250244,510.5,1254.5,558.8202515,811.715332,466.1136475,854.9545288,565.0,986.5,1660608496260003.2,166.48025045804152,1.03333325
64.0,451.3999939,957.0250244,510.5,1254.5,558.8202515,811.715332,466.3910217,855.0,565.0,986.5,1660608496276670.0,166.48025045804152,1.05
65.0,451.3999939,957.0250244,510.5,1254.5,558.7301636,811.5357056,466.5178528,854.8452148,565.0,986.5,1660608496293336.8,166.45286370859554,1.06666675
66.0,451.3999939,957.0250244,510.5,1254.5,558.8202515,811.715332,466.5178528,854.8452148,564.5,986.5,1660608496310003.2,166.74665318561526,1.08333325
67.0,451.3999939,957.0250244,510.5,1254.5,558.8161011,811.6283569,466.5178528,854.8452148,564.5,986.5,1660608496326670.0,166.7462198141311,1.1
68.0,451.3999939,957.0250244,510.5,1254.5,558.8161011,811.6283569,466.8809509,854.8809814,564.0,986.666687,1660608496343336.5,167.00741628864276,1.1166665
69.0,451.3999939,957.0250244,510.5,1254.5,558.8161011,811.6283569,467.0892944,855.4464111,564.0,986.666687,1660608496360003.5,167.00741628864276,1.1333335
70.0,451.3999939,957.0250244,510.5,1254.5,558.8161011,811.6283569,466.5178528,854.8452148,564.3725586,986.7843018,1660608496376670.0,166.8053139238779,1.15
71.0,451.3999939,957.0250244,510.5,1254.5,558.8202515,811.715332,467.0892944,855.4464111,564.0,986.666687,1660608496393336.8,167.0079314993237,1.16666675
72.0,451.3999939,957.0250244,510.5,1254.5,558.8202515,811.715332,467.0892944,855.4464111,564.0,986.666687,1660608496410003.5,167.0079314993237,1.1833335
73.0,451.3999939,957.0250244,510.5,1254.5,558.7301636,811.916687,467.0892944,855.4464111,564.0,986.666687,1660608496426670.0,166.97646761255248,1.2
74.0,451.3999939,957.0250244,510.5,1254.5,558.7301636,811.916687,467.0892944,855.4464111,564.0,986.666687,1660608496443336.8,166.97646761255248,1.21666675
75.0,451.3999939,957.0250244,510.5,1254.5,558.7301636,811.916687,467.0892944,855.4464111,564.0,986.666687,1660608496460003.5,166.97646761255248,1.2333335
76.0,451.3999939,957.0250244,510.5,1254.5,558.7301636,811.916687,467.0748291,855.2177124,564.0,986.666687,1660608496476670.0,166.97646761255248,1.25
77.0,451.3999939,957.0250244,510.5,1254.5,558.7235718,811.8292847,466.68927,855.1469116,564.3086548,986.8641968,1660608496493336.8,166.8045382207179,1.26666675
78.0,451.7244568,956.8222046,510.5,1254.5,558.8161011,811.6283569,466.68927,855.1469116,564.0,986.666687,1660608496510003.2,167.00741628864276,1.28333325
79.0,451.6711121,957.6355591,510.5,1254.5,558.6450195,811.6450195,466.68927,855.1469116,564.5,987.0,1660608496526670.0,166.674773090144,1.3
80.0,451.6711121,957.6355591,510.5,1254.5,558.6286621,811.7384033,466.68927,855.1469116,564.5,987.0,1660608496543336.8,166.66841338198452,1.31666675
81.0,451.5707703,957.8128052,510.5,1254.5,558.6450195,811.6450195,466.68927,855.1469116,564.3086548,986.8641968,1660608496560003.2,166.78079910513773,1.33333325
82.0,451.5707703,957.8128052,510.5,1254.5,558.6450195,811.6450195,466.68927,855.1469116,564.3086548,986.8641968,1660608496576670.0,166.78079910513773,1.35
83.0,451.5707703,957.8128052,510.5,1254.5,558.6286621,811.7384033,466.68927,855.1469116,564.5,987.0,1660608496593336.5,166.66841338198452,1.3666665
84.0,451.7099609,957.8874512,510.5,1254.5,558.6286621,811.7384033,467.0748291,855.2177124,564.5,987.0,1660608496610003.5,166.66841338198452,1.3833335
85.0,451.8177795,957.8844604,510.5,1254.5,558.6286621,811.7384033,466.7814331,855.109314,564.5,987.0,1660608496626670.0,166.66841338198452,1.4
86.0,451.8177795,957.8844604,510.5,1254.5,558.6286621,811.7384033,466.7814331,855.109314,564.854187,986.854187,1660608496643336.8,166.4842865399139,1.41666675
87.0,451.8177795,957.8844604,510.5,1254.5,558.6450195,811.6450195,466.8101807,855.5,565.0,986.8444214,1660608496660003.5,166.4134095374492,1.4333335
88.0,451.8177795,957.8844604,510.5,1254.5,558.6450195,811.6450195,467.1375732,855.6772461,564.854187,986.854187,1660608496676670.0,166.4907131807711,1.45
89.0,451.9125061,958.0583496,510.5,1254.5,558.3676758,811.7548828,466.6992798,855.8840332,565.0,987.0,1660608496693336.8,166.31688375146564,1.46666675
90.0,452.0946045,958.4865112,510.5,1254.5,558.3676758,811.7548828,466.5787659,856.0109863,564.854187,987.145813,1660608496710003.5,166.3901432841688,1.4833335
91.0,452.0946045,958.4865112,510.5,1254.5,558.3676758,811.7548828,466.5787659,856.0109863,564.854187,987.145813,1660608496726670.0,166.3901432841688,1.5
92.0,452.0946045,958.4865112,510.5,1254.5,558.3676758,811.7548828,466.9743652,856.2991333,564.854187,987.145813,1660608496743336.8,166.3901432841688,1.51666675
93.0,452.0946045,958.4865112,510.5,1254.5,558.3676758,811.7548828,466.8640442,855.6403809,564.854187,987.145813,1660608496760003.2,166.3901432841688,1.53333325
94.0,452.1898193,958.5,510.5,1254.5,558.3676758,811.7548828,466.8640442,855.6403809,565.0,987.5,1660608496776670.0,166.30205676415704,1.55
95.0,452.5,958.5,510.5,1254.5,558.3676758,811.7548828,466.6378479,855.8312988,565.0,987.1555786,1660608496793336.8,166.3122820635943,1.56666675
96.0,452.5,958.5,510.5,1254.5,558.3676758,811.7548828,466.6378479,855.8312988,564.854187,987.145813,1660608496810003.2,166.3901432841688,1.58333325
97.0,452.5,958.5,510.5,1254.5,558.3676758,811.7548828,466.5,856.0,564.854187,987.145813,1660608496826670.0,166.3901432841688,1.6
98.0,452.2238159,958.5856934,510.5,1254.5,558.3676758,811.7548828,466.5,856.0,564.854187,987.145813,1660608496843336.5,166.3901432841688,1.6166665
99.0,452.5,958.5,510.5,1254.5,558.8242188,812.2484741,466.5,856.0,564.854187,987.145813,1660608496860003.5,166.53354195559825,1.6333335
100.0,452.5,958.5,510.5,1254.5,558.8242188,812.2484741,466.5,856.0,564.854187,987.145813,1660608496876670.0,166.53354195559825,1.65
101.0,452.5,958.5,510.5,1254.5,558.7886353,812.2113647,466.7364197,856.3720703,564.854187,987.145813,1660608496893336.8,166.52231985637522,1.66666675
102.0,452.5,958.5,510.5,1254.5,559.7053223,811.932373,466.7364197,856.3720703,564.854187,987.145813,1660608496910003.5,166.82493380932203,1.6833335
103.0,452.5,958.5,510.5,1254.5,558.7886353,812.2113647,466.7479553,856.5568848,564.854187,987.145813,1660608496926670.0,166.52231985637522,1.7
104.0,452.5,958.5,510.5,1254.5,559.6218872,811.9005127,466.7479553,856.5568848,564.854187,987.145813,1660608496943336.8,166.7979847745424,1.71666675
105.0,452.8101807,958.5,510.5,1254.5,559.6218872,811.9005127,466.7364197,856.3720703,564.854187,987.145813,1660608496960003.5,166.7979847745424,1.7333335
106.0,452.5,958.5,510.5,1254.5,559.6218872,811.9005127,467.1298828,856.1514893,564.854187,987.145813,1660608496976670.0,166.7979847745424,1.75
107.0,453.0283813,958.1843872,511.0,1254.5,560.484436,811.5200195,466.6256409,856.4205322,564.854187,987.145813,1660608496993336.8,167.18581070687034,1.76666675
108.0,453.2301636,958.3650513,511.0,1254.5,560.8779297,811.4225464,467.0,856.1149292,565.0,987.5,1660608497010003.2,167.22523789515927,1.78333325
109.0,452.7011414,958.5,511.0,1254.5,560.8222046,811.5466919,467.0226135,856.31073,565.0,987.5,1660608497026670.0,167.20615632031885,1.8
110.0,452.7011414,958.5,511.0,1254.5,561.0504761,811.3081055,467.0226135,856.31073,565.0,987.5,1660608497043336.8,167.28218951581425,1.81666675
111.0,452.9281006,958.3398438,511.0,1254.5,561.0784302,811.4019775,466.6666565,856.333313,565.0,987.5,1660608497060003.2,167.29059590777814,1.83333325
112.0,453.0,958.5,511.0,1254.5,561.0784302,811.4019775,466.6088867,856.0933228,565.0,987.5,1660608497076670.0,167.29059590777814,1.85
113.0,453.0283813,958.1843872,511.0,1254.5,560.789978,811.4657593,466.6088867,856.0933228,565.0,987.5,1660608497093336.5,167.19629823505235,1.8666665
114.0,453.0283813,958.1843872,511.0,1254.5,561.0504761,811.3081055,466.6088867,856.0933228,565.1358032,987.3086548,1660608497110003.5,167.2166040397535,1.8833335
115.0,453.5,958.5,511.0,1254.5,561.1977539,811.6044922,467.3796387,856.430542,565.0,987.666687,1660608497126670.0,167.32219495832206,1.9
116.0,453.5,958.5,511.0,1254.5,561.1977539,811.6044922,467.0,856.5,565.0,987.666687,1660608497143336.8,167.32219495832206,1.91666675
117.0,453.780304,958.5,511.0,1254.5,561.1977539,811.6044922,466.8888855,856.5166626,565.1358032,987.3086548,1660608497160003.5,167.26236295685467,1.9333335
118.0,454.1635132,958.7106934,511.0,1254.5,561.1469116,811.7570801,467.3796387,856.430542,565.333313,987.0,1660608497176670.0,167.15006231023435,1.95
119.0,453.780304,958.5,511.0,1254.5,561.1977539,811.6044922,467.3367004,855.9124756,565.0,987.666687,1660608497193336.8,167.32219495832206,1.96666675
120.0,453.780304,958.5,511.0,1254.5,561.1977539,811.6044922,467.2014771,856.1538696,565.0,987.666687,1660608497210003.5,167.32219495832206,1.9833335
121.0,454.5,958.5,511.0,1254.5,561.1977539,811.6044922,467.8178406,856.5465088,565.333313,987.0,1660608497226670.0,167.16785151030882,2.0
122.0,454.5,958.5,511.0,1254.5,561.1977539,811.6044922,467.8178406,856.5465088,565.5,987.5,1660608497243336.8,167.06215328002645,2.01666675
123.0,454.5,958.5,511.0,1254.5,561.1977539,811.6044922,467.8178406,856.5465088,565.5,987.5,1660608497260003.2,167.06215328002645,2.03333325
124.0,454.5,958.5,511.5,1254.5,561.1977539,811.6044922,467.8178406,856.5465088,565.5,987.5,1660608497276670.0,167.16519480280172,2.05
125.0,454.5,958.5,511.5,1254.5,561.1977539,811.6044922,467.8178406,856.5465088,565.5,987.5,1660608497293336.8,167.16519480280172,2.06666675
126.0,454.5,958.5,511.5,1254.5,561.1169434,811.6608276,467.8178406,856.5465088,565.5,987.5,1660608497310003.2,167.1384306891225,2.08333325
127.0,454.5,958.5,511.5,1254.5,561.2240601,811.6994629,467.603363,856.3966064,565.5,987.5,1660608497326670.0,167.17300663882594,2.1
128.0,454.5,958.5,511.5,1254.5,561.2240601,811.6994629,467.603363,856.3966064,565.5,987.5,1660608497343336.5,167.17300663882594,2.1166665
129.0,454.3333435,958.666687,511.5,1254.5,561.2240601,811.6994629,467.3963928,856.5134888,566.0,987.333313,1660608497360003.5,166.91264524797697,2.1333335
130.0,454.3333435,958.666687,511.5,1254.5,561.2240601,811.6994629,467.3963928,856.5134888,566.0,987.333313,1660608497376670.0,166.91264524797697,2.15
131.0,454.5,958.5,511.5,1254.5,561.2240601,811.6994629,467.3963928,856.5134888,566.0,987.333313,1660608497393336.8,166.91264524797697,2.16666675
132.0,454.597229,958.875,511.5,1254.5,561.2240601,811.6994629,467.5,856.5,566.0,987.5,1660608497410003.5,166.9071163785987,2.1833335
133.0,454.3333435,958.666687,511.6889038,1254.568848,561.2240601,811.6994629,467.7309265,856.6466064,566.0,987.5,1660608497426670.0,166.94892252063838,2.2
134.0,454.3333435,958.666687,511.6889038,1254.568848,561.2240601,811.6994629,467.7309265,856.6466064,566.0,987.5,1660608497443336.8,166.94892252063838,2.21666675
135.0,454.3333435,958.666687,511.6889038,1254.568848,561.2240601,811.6994629,467.7309265,856.6466064,566.0,987.5,1660608497460003.5,166.94892252063838,2.2333335
136.0,454.5166626,958.888916,511.6889038,1254.568848,561.2240601,811.6994629,467.7309265,856.6466064,566.0,987.5,1660608497476670.0,166.94892252063838,2.25
137.0,454.3333435,958.666687,511.6529541,1254.488525,561.2240601,811.6994629,467.8523254,856.7172852,566.0,987.5,1660608497493336.8,166.93814832655218,2.26666675
138.0,454.3333435,958.666687,511.6529541,1254.488525,561.2240601,811.6994629,467.8523254,856.7172852,566.0,987.5,1660608497510003.2,166.93814832655218,2.28333325
139.0,454.402771,958.875,511.6529541,1254.488525,561.2240601,811.6994629,468.125,856.7824097,566.0,987.5,1660608497526670.0,166.93814832655218,2.3
140.0,454.2977905,958.9688721,511.6529541,1254.488525,561.2240601,811.6994629,468.125,856.7824097,566.0,987.5,1660608497543336.8,166.93814832655218,2.31666675
141.0,454.3621521,959.1687012,511.6529541,1254.488525,561.2240601,811.6994629,468.125,856.7824097,566.0,987.5,1660608497560003.2,166.93814832655218,2.33333325
142.0,454.3621521,959.1687012,511.6529541,1254.488525,561.2240601,811.6994629,468.125,856.7824097,566.0,987.5,1660608497576670.0,166.93814832655218,2.35
143.0,454.3621521,959.1687012,511.6529541,1254.488525,561.2240601,811.6994629,468.125,856.7824097,566.0,987.5,1660608497593336.5,166.93814832655218,2.3666665
144.0,454.3621521,959.1687012,511.6529541,1254.488525,561.2240601,811.6994629,468.125,856.7824097,566.0,987.5,1660608497610003.5,166.93814832655218,2.3833335
145.0,454.3621521,959.1687012,511.6529541,1254.488525,561.2240601,811.6994629,468.125,856.7824097,565.7126465,987.2873535,1660608497626670.0,167.09805957518964,2.4
146.0,454.3621521,959.1687012,511.6529541,1254.488525,561.2240601,811.6994629,468.125,856.7824097,565.7126465,987.2873535,1660608497643336.8,167.09805957518964,2.41666675
147.0,454.3621521,959.1687012,511.6529541,1254.488525,561.109375,811.817688,468.125,856.7824097,565.7126465,987.2873535,1660608497660003.5,167.05965059245744,2.4333335
148.0,454.3621521,959.1687012,511.6529541,1254.488525,561.0322876,811.779541,468.125,856.7824097,565.7126465,987.2873535,1660608497676670.0,167.03482892806034,2.45
149.0,454.3621521,959.1687012,511.6529541,1254.488525,561.109375,811.817688,467.8523254,856.7172852,566.0,987.5,1660608497693336.8,166.8997273328892,2.46666675
150.0,454.3621521,959.1687012,511.6529541,1254.488525,561.2240601,811.6994629,467.8523254,856.7172852,565.854187,987.145813,1660608497710003.5,167.02744308466688,2.4833335
151.0,454.3621521,959.1687012,511.7761841,1254.414307,561.1977539,811.6044922,467.7309265,856.6466064,565.7126465,987.2873535,1660608497726670.0,167.11257698035072,2.5
152.0,454.3621521,959.1687012,511.7761841,1254.414307,561.1977539,811.6044922,467.7309265,856.6466064,565.6913452,987.1358032,1660608497743336.8,167.1289455132988,2.51666675
153.0,454.3621521,959.1687012,511.7761841,1254.414307,561.109375,811.817688,467.7309265,856.6466064,565.6913452,987.1358032,1660608497760003.2,167.09829921299735,2.53333325
154.0,454.3621521,959.1687012,511.7761841,1254.414307,560.7235718,811.6503906,467.7309265,856.6466064,565.6913452,987.1358032,1660608497776670.0,166.97385475767086,2.55
155.0,454.3333435,959.666687,511.7761841,1254.414307,560.7235718,811.6503906,467.7309265,856.6466064,565.5,987.0,1660608497793336.8,167.08011512944515,2.56666675
156.0,454.3333435,959.666687,511.7761841,1254.414307,560.7235718,811.6503906,467.7309265,856.6466064,565.5,987.0,1660608497810003.2,167.08011512944515,2.58333325
157.0,454.3333435,959.666687,511.6529541,1254.488525,560.833313,811.333313,467.7309265,856.6466064,565.333313,987.0,1660608497826670.0,167.1850453598093,2.6
158.0,454.3333435,959.666687,511.6529541,1254.488525,560.833313,811.333313,467.8178406,856.7364502,565.5,987.0,1660608497843336.5,167.09639760652377,2.6166665
159.0,454.3333435,959.666687,511.6529541,1254.488525,560.833313,811.333313,467.9015198,856.7651367,565.5,987.0,1660608497860003.5,167.09639760652377,2.6333335
160.0,454.3333435,959.666687,511.6529541,1254.488525,560.833313,811.333313,467.7896729,856.861084,565.5,987.0,1660608497876670.0,167.09639760652377,2.65
161.0,454.3333435,959.666687,511.6529541,1254.488525,560.833313,811.333313,467.9015198,856.7651367,565.5,987.0,1660608497893336.8,167.09639760652377,2.66666675
162.0,454.5,960.0,511.6529541,1254.488525,559.8309326,811.5748901,467.9015198,856.7651367,565.5,987.0,1660608497910003.5,166.76719926167846,2.6833335
163.0,454.4864807,959.9053955,511.6529541,1254.488525,559.8309326,811.5748901,467.9015198,856.7651367,565.5,987.0,1660608497926670.0,166.76719926167846,2.7
164.0,454.4142761,959.7761841,511.6529541,1254.488525,559.8309326,811.5748901,467.9015198,856.7651367,565.5,987.0,1660608497943336.8,166.76719926167846,2.71666675
165.0,454.4864807,959.9053955,511.6529541,1254.488525,559.8309326,811.5748901,467.9015198,856.7651367,565.5,987.0,1660608497960003.5,166.76719926167846,2.7333335
166.0,454.4864807,959.9053955,511.6529541,1254.488525,559.682312,811.817688,467.9015198,856.7651367,565.5,987.0,1660608497976670.0,166.71607949047535,2.75
167.0,454.4346008,959.8776245,511.3333435,1254.333374,559.682312,811.817688,467.5,857.5,565.5,987.0,1660608497993336.8,166.64383243231885,2.76666675
168.0,454.6628418,959.9693604,511.3333435,1254.333374,559.0925903,812.0370483,466.9523926,857.4047852,565.5,987.0,1660608498010003.2,166.44856668720888,2.78333325
169.0,454.3621521,959.8312988,511.3333435,1254.333374,559.0,812.0769043,466.7117004,857.4414673,565.5,987.0,1660608498026670.0,166.4178026648366,2.8
170.0,454.5917664,959.9251099,511.3333435,1254.333374,558.890625,812.453125,467.2720947,857.3741455,565.145813,987.145813,1660608498043336.8,166.56207200858995,2.81666675
171.0,454.3621521,959.8312988,511.3333435,1254.333374,558.890625,812.453125,467.2720947,857.3741455,565.145813,987.145813,1660608498060003.2,166.56207200858995,2.83333325
172.0,454.3621521,959.8312988,511.0,1254.5,558.890625,812.453125,467.2720947,857.3741455,565.145813,987.145813,1660608498076670.0,166.500344059749,2.85
173.0,454.3621521,959.8312988,511.3333435,1254.333374,558.8953247,811.8643188,467.2720947,857.3741455,565.1372681,987.0,1660608498093336.5,166.57939109694823,2.8666665
